(Index),idx,text,startSec,endSec,durationSec,gapToPrevSec,nearestSilenceEndSec,smearSec
158,158,x,58.68,58.93,0.25,0,54.52,4.16
159,159,cas,58.93,58.95,0.02,0,54.52,4.41
160,160,ters,58.95,59.34,0.39,0,54.52,4.43
161,161,something,59.93,60.3,0.37,0.59,54.52,5.41
162,162,the,60.3,60.47,0.17,0,54.52,5.78
163,163,Mechan,60.47,60.83,0.36,0,54.52,5.95
164,164,icus,60.83,61.13,0.3,0,54.52,6.31
165,165,has,61.13,61.26,0.13,0,54.52,6.61
166,166,catalog,61.26,61.69,0.43,0,54.52,6.74
167,167,ed,61.69,61.8,0.11,0,62.18,-0.49
168,168,and,61.8,61.98,0.18,0,62.18,-0.38
169,169,never,61.98,62.39,0.41,0,62.18,-0.2
170,170,adequately,62.39,62.99,0.6,0,62.18,0.21
171,171,explained,62.99,63.42,0.43,0,62.18,0.81
172,172,That,64.04,64.12,0.08,0.62,64.12,-0.08
173,173,s,64.12,64.21,0.09,0,64.12,0
174,174,before,64.21,64.6,0.39,0,64.12,0.09
175,175,anything,64.6,65.24,0.64,0,65.28,-0.68
176,176,in,65.24,65.41,0.17,0,65.28,-0.04
177,177,the,65.41,65.74,0.33,0,65.28,0.13
178,178,jungle,65.74,66.12,0.38,0,65.28,0.46
179,179,decides,66.12,66.68,0.56,0,65.28,0.84
180,180,to,66.68,66.84,0.16,0,65.28,1.4
181,181,engage,66.84,67.32,0.48,0,65.28,1.56
182,182,ac,68.12,68.28,0.16,0.8,68.08,0.04
183,183,an,68.28,68.32,0.04,0,68.08,0.2
184,184,devil,68.32,68.84,0.52,0,68.08,0.24
185,185,ants,68.98,69.27,0.29,0.14,69.3,-0.32
186,186,dissolve,69.27,69.85,0.58,0,69.3,-0.03
187,187,flesh,69.85,70.21,0.36,0,69.3,0.55
188,188,faster,70.21,70.75,0.54,0,69.3,0.91
189,189,than,70.75,70.94,0.19,0,69.3,1.45
190,190,combat,70.94,71.38,0.44,0,69.3,1.64
191,191,grade,71.45,71.8,0.35,0.07,69.3,2.15
192,192,acid,71.8,72.1,0.3,0,69.3,2.5
193,193,Cat,72.86,73,0.14,0.76,72.88,-0.02
194,194,ac,73,73.03,0.03,0,72.88,0.12
195,195,an,73.03,73.16,0.13,0,72.88,0.15
196,196,devil,73.16,73.56,0.4,0,72.88,0.28
197,197,itself,73.56,74.03,0.47,0,72.88,0.68
198,198,six,74.23,74.57,0.34,0.2,74.64,-0.41
199,199,limbs,74.57,75.16,0.59,0,74.64,-0.07
200,200,ch,75.49,75.54,0.05,0.33,75.82,-0.33
201,201,it,75.54,75.68,0.14,0,75.82,-0.28
202,202,in,75.68,75.82,0.14,0,75.82,-0.14
203,203,thick,75.82,76.18,0.36,0,75.82,0
204,204,enough,76.18,76.61,0.43,0,75.82,0.36
205,205,to,76.61,76.75,0.14,0,75.82,0.79
206,206,deflect,76.75,77.25,0.5,0,75.82,0.93
207,207,small,77.25,77.61,0.36,0,75.82,1.43
208,208,arms,77.61,77.89,0.28,0,75.82,1.79
209,209,fire,77.89,78.17,0.28,0,75.82,2.07
210,210,ts,78.7,78.78,0.08,0.53,75.82,2.88
211,211,by,78.78,78.86,0.08,0,75.82,2.96
212,212,thermal,78.86,79.24,0.38,0,75.82,3.04
213,213,signature,79.24,79.77,0.53,0,75.82,3.42
214,214,ang,80.56,80.65,0.09,0.79,80.52,0.04
215,215,ler,80.65,80.73,0.08,0,80.52,0.13
216,216,plants,80.73,81.12,0.39,0,80.52,0.21
217,217,drop,81.12,81.43,0.31,0,80.52,0.6
218,218,tend,81.43,81.74,0.31,0,80.52,0.91
219,219,rils,81.74,82.05,0.31,0,80.52,1.22
220,220,that,82.05,82.36,0.31,0,80.52,1.53
221,221,sever,82.36,82.75,0.39,0,82.88,-0.52
222,222,limbs,82.75,83.19,0.44,0,82.88,-0.13
223,223,before,83.19,83.61,0.42,0,82.88,0.31
224,224,the,83.61,83.84,0.23,0,82.88,0.73
225,225,soldier,83.84,84.39,0.55,0,82.88,0.96
226,226,registers,84.39,85.16,0.77,0,82.88,1.51
227,227,contact,85.16,85.65,0.49,0,82.88,2.28
228,228,My,86.62,86.64,0.02,0.97,86.44,0.18
229,229,ra,86.64,86.76,0.12,0,86.44,0.2
230,230,land,86.76,87.04,0.28,0,86.44,0.32
231,231,sharks,87.04,87.44,0.4,0,86.44,0.6
232,232,track,87.44,87.85,0.41,0,86.44,1
233,233,ground,87.85,88.23,0.38,0,86.44,1.41
234,234,vibration,88.23,88.86,0.63,0,86.44,1.79
235,235,Every,89.7,89.86,0.16,0.84,89.68,0.02
236,236,shadow,89.86,89.98,0.12,0,89.68,0.18
237,237,has,89.98,90.24,0.26,0,89.68,0.3
238,238,been,90.24,90.55,0.31,0,89.68,0.56
239,239,occup,90.55,91.07,0.52,0,89.68,0.87
240,240,ying,91.07,91.28,0.21,0,89.68,1.39
241,241,it,91.28,91.44,0.16,0,89.68,1.6
242,242,longer,91.44,91.93,0.49,0,89.68,1.76
243,243,than,91.93,92.33,0.4,0,89.68,2.25
244,244,any,92.33,92.5,0.17,0,89.68,2.65
245,245,patrol,92.5,92.99,0.49,0,92.82,-0.32
246,246,has,92.99,93.23,0.24,0,92.82,0.17
247,247,been,93.23,93.56,0.33,0,92.82,0.41
248,248,searching,93.56,94.3,0.74,0,92.82,0.74
249,249,it,94.3,94.53,0.23,0,92.82,1.48
250,250,Forces,94.84,95.38,0.54,0.31,95.22,-0.38
251,251,without,95.38,95.85,0.47,0,95.22,0.16
252,252,Cat,95.85,96.21,0.36,0,95.22,0.63
253,253,ac,96.21,96.27,0.06,0,95.22,0.99
254,254,an,96.27,96.51,0.24,0,95.22,1.05
255,255,born,96.54,96.84,0.3,0.03,95.22,1.32
256,256,soldiers,96.84,97.51,0.67,0,97.82,-0.98
257,257,operate,97.51,98.09,0.58,0,97.82,-0.31
258,258,at,98.09,98.25,0.16,0,97.82,0.27
259,259,a,98.25,98.32,0.07,0,97.82,0.43
260,260,deficit,98.32,99.21,0.89,0,99.4,-1.08
261,261,that,99.21,99.24,0.03,0,99.4,-0.19
262,262,no,99.24,99.44,0.2,0,99.4,-0.16
263,263,amount,99.44,99.86,0.42,0,99.4,0.04
264,264,of,99.86,99.89,0.03,0,99.4,0.46
265,265,preparation,99.89,100.62,0.73,0,99.4,0.49
266,266,closes,100.62,101.05,0.43,0,99.4,1.22
267,267,The,101.84,101.88,0.04,0.79,101.86,-0.02
268,268,jungle,101.88,102,0.12,0,101.86,0.02
269,269,doesn,102,102.24,0.24,0,101.86,0.14
270,270,t,102.24,102.38,0.14,0,101.86,0.38
271,271,tele,102.38,102.67,0.29,0,101.86,0.52
272,272,graph,102.67,103.03,0.36,0,101.86,0.81
273,273,its,103.03,103.24,0.21,0,101.86,1.17
274,274,threats,103.24,103.77,0.53,0,101.86,1.38
275,275,It,104.48,104.64,0.16,0.71,104.54,-0.06
276,276,withhold,104.64,104.71,0.07,0,104.54,0.1
277,277,s,104.71,104.78,0.07,0,104.54,0.17
278,278,them,104.78,105.07,0.29,0,104.54,0.24
279,279,until,105.07,105.42,0.35,0,104.54,0.53
280,280,they,105.42,105.85,0.43,0,104.54,0.88
281,281,re,105.85,105.93,0.08,0,104.54,1.31
282,282,already,105.93,106.43,0.5,0,106.7,-0.77
283,283,past,106.43,106.72,0.29,0,106.7,-0.27
284,284,the,106.72,106.93,0.21,0,106.7,0.02
285,285,point,106.93,107.36,0.43,0,106.7,0.23
286,286,of,107.36,107.43,0.07,0,106.7,0.66
287,287,response,107.43,108,0.57,0,106.7,0.73
288,288,Cat,108.93,108.94,0.01,0.93,108.76,0.17
289,289,ac,108.94,109.04,0.1,0,108.76,0.18
290,290,an,109.04,109.14,0.1,0,108.76,0.28
291,291,reg,109.14,109.32,0.18,0,108.76,0.38
292,292,iments,109.32,109.62,0.3,0,108.76,0.56
293,293,work,109.62,109.85,0.23,0,108.76,0.86
294,294,in,109.85,109.93,0.08,0,108.76,1.09
295,295,that,109.93,110.15,0.22,0,108.76,1.17
296,296,environment,110.15,110.76,0.61,0,108.76,1.39
297,297,because,110.76,111.17,0.41,0,108.76,2
298,298,they,111.17,111.41,0.24,0,108.76,2.41
299,299,grew,111.41,111.66,0.25,0,108.76,2.65
300,300,up,111.66,111.74,0.08,0,108.76,2.9
301,301,treating,111.74,112.21,0.47,0,108.76,2.98
302,302,survival,112.21,112.72,0.51,0,108.76,3.45
303,303,as,112.72,112.97,0.25,0,108.76,3.96
304,304,a,112.97,113.16,0.19,0,108.76,4.21
305,305,practical,113.16,113.8,0.64,0,108.76,4.4
306,306,discipline,113.8,114.72,0.92,0,114.26,-0.46
307,307,rather,114.72,115.17,0.45,0,115.2,-0.48
308,308,than,115.17,115.47,0.3,0,115.2,-0.03
309,309,an,115.47,115.62,0.15,0,115.2,0.27
310,310,expected,115.62,116.3,0.68,0,115.2,0.42
311,311,outcome,116.3,116.74,0.44,0,115.2,1.1
312,312,For,116.98,117.2,0.22,0.24,117.46,-0.48
313,313,everyone,117.2,117.81,0.61,0,117.46,-0.26
314,314,else,117.81,118.11,0.3,0,117.46,0.35
315,315,the,118.35,118.55,0.2,0.24,118.62,-0.27
316,316,mission,118.55,119.18,0.63,0,118.62,-0.07
317,317,doesn,119.18,119.63,0.45,0,118.62,0.56
318,318,t,119.63,119.86,0.23,0,118.62,1.01
319,319,fail,119.86,120.21,0.35,0,120.42,-0.56
320,320,on,120.21,120.35,0.14,0,120.42,-0.21
321,321,Cat,120.35,120.62,0.27,0,120.42,-0.07
322,322,ac,120.62,120.8,0.18,0,120.42,0.2
323,323,an,120.8,121.26,0.46,0,120.42,0.38
324,324,The,121.6,121.76,0.16,0.34,121.66,-0.06
325,325,jungle,121.76,121.9,0.14,0,121.66,0.1
326,326,absorbs,121.9,122.4,0.5,0,121.66,0.24
327,327,it,122.4,122.54,0.14,0,121.66,0.74
328,328,and,122.54,122.75,0.21,0,121.66,0.88
329,329,moves,122.75,123.11,0.36,0,121.66,1.09
330,330,on,123.11,123.3,0.19,0,121.66,1.45
331,331,Number,123.94,124.1,0.16,0.64,123.9,0.04
332,332,five,124.1,124.36,0.26,0,123.9,0.2
333,333,space,124.53,124.96,0.43,0.17,123.9,0.63
334,334,h,124.96,125.04,0.08,0,123.9,1.06
335,335,ul,125.04,125.31,0.27,0,123.9,1.14
336,336,ks,125.31,125.38,0.07,0,123.9,1.41
337,337,A,126.21,126.3,0.09,0.83,126.14,0.07
338,338,space,126.3,126.65,0.35,0,126.14,0.16
339,339,h,126.65,126.68,0.03,0,126.14,0.51
340,340,ulk,126.68,126.87,0.19,0,127.14,-0.46
341,341,is,126.87,127.02,0.15,0,127.14,-0.27
342,342,centuries,127.02,127.7,0.68,0,127.14,-0.12
343,343,of,127.7,127.85,0.15,0,127.14,0.56
344,344,accumulated,127.85,128.77,0.92,0,127.14,0.71
345,345,ships,128.77,129.05,0.28,0,127.14,1.63
346,346,stations,129.37,129.8,0.43,0.32,127.14,2.23
347,347,and,129.94,130.5,0.56,0.14,127.14,2.8
348,348,debris,130.5,130.74,0.24,0,127.14,3.36
349,349,f,130.86,130.97,0.11,0.12,131.42,-0.56
350,350,used,130.97,131.31,0.34,0,131.42,-0.45
351,351,by,131.31,131.48,0.17,0,131.42,-0.11
352,352,warp,131.48,131.85,0.37,0,131.42,0.06
353,353,transit,131.85,132.48,0.63,0,131.42,0.43
354,354,into,132.48,132.84,0.36,0,131.42,1.06
355,355,a,132.84,132.93,0.09,0,131.42,1.42
356,356,structure,132.93,133.74,0.81,0,131.42,1.51
357,357,too,133.74,134.01,0.27,0,131.42,2.32
358,358,massive,134.01,134.68,0.67,0,131.42,2.59
359,359,to,134.68,134.82,0.14,0,131.42,3.26
360,360,ignore,134.82,135.49,0.67,0,131.42,3.4
361,361,and,135.49,135.58,0.09,0,135.86,-0.37
362,362,too,135.58,135.78,0.2,0,135.86,-0.28
363,363,unstable,135.78,136.37,0.59,0,135.86,-0.08
364,364,for,136.37,136.71,0.34,0,135.86,0.51
365,365,any,136.71,136.73,0.02,0,135.86,0.85
366,366,chart,136.73,137.07,0.34,0,135.86,0.87
367,367,to,137.07,137.2,0.13,0,135.86,1.21
368,368,stay,137.2,137.64,0.44,0,135.86,1.34
369,369,current,137.64,137.95,0.31,0,135.86,1.78
370,370,on,137.95,138.08,0.13,0,135.86,2.09
371,371,Board,138.74,138.9,0.16,0.66,138.74,0
372,372,ing,138.9,138.95,0.05,0,138.74,0.16
373,373,one,138.95,139.28,0.33,0,138.74,0.21
374,374,isn,139.28,139.39,0.11,0,138.74,0.54
375,375,t,139.39,139.52,0.13,0,138.74,0.65
376,376,a,139.52,139.6,0.08,0,138.74,0.78
377,377,tactical,139.6,140.19,0.59,0,138.74,0.86
378,378,challenge,140.19,140.85,0.66,0,138.74,1.45
379,379,a,141.54,141.71,0.17,0.69,141.6,-0.06
380,380,structural,141.71,142.08,0.37,0,141.6,0.11
381,381,imposs,142.08,142.48,0.4,0,141.6,0.48
382,382,ibility,142.48,142.94,0.46,0,141.6,0.88
383,383,that,142.94,143.24,0.3,0,141.6,1.34
384,384,command,143.24,143.66,0.42,0,141.6,1.64
385,385,has,143.66,143.86,0.2,0,141.6,2.06
386,386,decided,143.86,144.32,0.46,0,141.6,2.26
387,387,cannot,144.32,144.77,0.45,0,141.6,2.72
388,388,be,144.77,144.85,0.08,0,141.6,3.17
389,389,avoided,144.85,145.31,0.46,0,141.6,3.25
390,390,The,145.74,145.77,0.03,0.43,146.12,-0.38
391,391,corridors,145.77,146.35,0.58,0,146.12,-0.35
392,392,weren,146.35,146.68,0.33,0,146.12,0.23
393,393,t,146.68,146.95,0.27,0,146.12,0.56
394,394,built,146.95,147.13,0.18,0,146.12,0.83
395,395,They,147.84,147.88,0.04,0.71,147.84,0
396,396,re,147.88,148,0.12,0,147.84,0.04
397,397,the,148,148.11,0.11,0,147.84,0.16
398,398,overlapping,148.11,148.95,0.84,0,147.84,0.27
399,399,inter,148.95,149.33,0.38,0,147.84,1.11
400,400,iors,149.33,149.63,0.3,0,147.84,1.49
401,401,of,149.63,149.78,0.15,0,147.84,1.79
402,402,vessels,149.78,150.47,0.69,0,147.84,1.94
403,403,that,150.47,150.61,0.14,0,147.84,2.63
404,404,were,150.61,151.07,0.46,0,147.84,2.77
405,405,never,151.07,151.29,0.22,0,147.84,3.23
406,406,designed,151.29,152.05,0.76,0,147.84,3.45
407,407,to,152.05,152.22,0.17,0,147.84,4.21
408,408,share,152.22,152.44,0.22,0,152.78,-0.56
409,409,a,152.44,152.5,0.06,0,152.78,-0.34
410,410,wall,152.5,152.86,0.36,0,152.78,-0.28
411,411,smashed,152.95,153.49,0.54,0.09,152.78,0.17
412,412,into,153.49,153.78,0.29,0,152.78,0.71
413,413,adjac,153.78,154.16,0.38,0,152.78,1
414,414,ency,154.16,154.46,0.3,0,152.78,1.38
415,415,by,154.46,154.61,0.15,0,152.78,1.68
416,416,warp,154.61,154.91,0.3,0,152.78,1.83
417,417,physics,154.91,155.44,0.53,0,152.78,2.13
418,418,ors,156.36,156.52,0.16,0.92,156.34,0.02
419,419,become,156.52,156.73,0.21,0,156.34,0.18
420,420,ce,156.73,156.9,0.17,0,156.34,0.39
421,421,il,156.9,157.03,0.13,0,156.34,0.56
422,422,ings,157.03,157.32,0.29,0,156.34,0.69
423,423,two,157.32,157.57,0.25,0,156.34,0.98
424,424,jun,157.57,157.8,0.23,0,156.34,1.23
425,425,ctions,157.8,158.29,0.49,0,156.34,1.46
426,426,in,158.29,158.42,0.13,0,156.34,1.95
427,427,Gravity,159.2,159.36,0.16,0.78,159.18,0.02
428,428,plates,159.36,159.74,0.38,0,159.18,0.18
429,429,from,159.74,159.97,0.23,0,159.18,0.56
430,430,different,159.97,160.66,0.69,0,159.18,0.79
431,431,ships,160.66,161.03,0.37,0,159.18,1.48
432,432,pull,161.03,161.33,0.3,0,161.46,-0.43
433,433,in,161.33,161.48,0.15,0,161.46,-0.13
434,434,competing,161.48,162.15,0.67,0,161.46,0.02
435,435,directions,162.15,162.89,0.74,0,161.46,0.69
436,436,in,162.89,163.05,0.16,0,161.46,1.43
437,437,rooms,163.05,163.57,0.52,0,161.46,1.59
438,438,separated,163.57,164.22,0.65,0,161.46,2.11
439,439,by,164.22,164.24,0.02,0,161.46,2.76
440,440,a,164.24,164.31,0.07,0,161.46,2.78
441,441,single,164.31,164.76,0.45,0,161.46,2.85
442,442,bulk,164.76,165.06,0.3,0,161.46,3.3
443,443,head,165.06,165.41,0.35,0,161.46,3.6
444,444,ions,166.18,166.34,0.16,0.77,166.12,0.06
445,445,press,166.34,166.51,0.17,0,166.12,0.22
446,446,ur,166.51,166.72,0.21,0,166.12,0.39
447,447,ize,166.72,166.84,0.12,0,166.12,0.6
448,448,and,166.84,167.04,0.2,0,166.12,0.72
449,449,vent,167.04,167.3,0.26,0,166.12,0.92
450,450,without,167.3,167.76,0.46,0,166.12,1.18
451,451,warning,167.76,168.22,0.46,0,166.12,1.64
452,452,when,168.22,168.48,0.26,0,166.12,2.1
453,453,something,168.48,169.08,0.6,0,166.12,2.36
454,454,fails,169.08,169.41,0.33,0,166.12,2.96
455,455,The,169.84,169.91,0.07,0.43,170.2,-0.36
456,456,atmosphere,169.91,170.68,0.77,0,170.2,-0.29
457,457,where,170.83,171.21,0.38,0.15,170.2,0.63
458,458,it,171.21,171.38,0.17,0,170.2,1.01
459,459,exists,171.38,171.82,0.44,0,170.2,1.18
460,460,at,171.82,171.97,0.15,0,170.2,1.62
461,461,all,171.97,172.31,0.34,0,170.2,1.77
462,462,is,172.35,172.56,0.21,0.04,170.2,2.15
463,463,a,172.56,172.57,0.01,0,170.2,2.36
464,464,chemical,172.57,173.18,0.61,0,173.12,-0.55
465,465,residue,173.18,173.87,0.69,0,173.12,0.06
466,466,of,173.87,174.06,0.19,0,173.12,0.75
467,467,whatever,174.06,174.51,0.45,0,173.12,0.94
468,468,the,174.51,174.71,0.2,0,174.96,-0.45
469,469,last,174.71,175.02,0.31,0,174.96,-0.25
470,470,crew,175.02,175.33,0.31,0,174.96,0.06
471,471,left,175.33,175.64,0.31,0,174.96,0.37
472,472,behind,175.64,176.1,0.46,0,174.96,0.68
473,473,which,176.28,176.63,0.35,0.18,174.96,1.32
474,474,includes,176.63,177.24,0.61,0,177.5,-0.87
475,475,whatever,177.24,177.85,0.61,0,177.5,-0.26
476,476,finished,177.85,178.46,0.61,0,177.5,0.35
477,477,them,178.46,179.03,0.57,0,177.5,0.96
478,478,Gen,179.56,179.68,0.12,0.53,179.54,0.02
479,479,este,179.68,179.72,0.04,0,179.54,0.14
480,480,el,179.72,179.83,0.11,0,179.54,0.18
