(Index),idx,text,startSec,endSec,durationSec,gapToPrevSec,nearestSilenceEndSec,smearSec
385,385,around,145.67,145.97,0.3,0,143.26,2.41
386,386,it,145.97,146.08,0.11,0,143.26,2.71
387,387,using,146.19,146.48,0.29,0.11,146.62,-0.43
388,388,your,146.48,146.76,0.28,0,146.62,-0.14
389,389,chest,146.76,147.02,0.26,0,146.62,0.14
390,390,against,147.02,147.49,0.47,0,146.62,0.4
391,391,the,147.49,147.81,0.32,0,146.62,0.87
392,392,cold,147.81,147.87,0.06,0,146.62,1.19
393,393,air,147.87,147.98,0.11,0,146.62,1.25
394,394,The,148.29,148.86,0.57,0.31,149.8,-1.51
395,395,hunters,148.86,150.25,1.39,0,149.8,-0.94
396,396,move,150.25,150.52,0.27,0,149.8,0.45
397,397,ahead,150.52,150.86,0.34,0,149.8,0.72
398,398,You,151.05,151.25,0.2,0.19,151.46,-0.41
399,399,stay,151.25,151.53,0.28,0,151.46,-0.21
400,400,in,151.53,151.86,0.33,0,151.46,0.07
401,401,the,151.86,151.94,0.08,0,151.46,0.4
402,402,center,151.94,152.26,0.32,0,151.46,0.48
403,403,column,152.26,152.69,0.43,0,151.46,0.8
404,404,with,152.69,152.93,0.24,0,151.46,1.23
405,405,the,152.93,153.13,0.2,0,151.46,1.47
406,406,women,153.13,153.56,0.43,0,151.46,1.67
407,407,and,153.56,153.67,0.11,0,151.46,2.1
408,408,older,153.67,154.01,0.34,0,151.46,2.21
409,409,children,154.01,154.67,0.66,0,155,-0.99
410,410,Behind,154.75,155.15,0.4,0.08,155,-0.25
411,411,you,155.15,155.35,0.2,0,155,0.15
412,412,two,155.56,155.83,0.27,0.21,156.1,-0.54
413,413,of,155.83,156.04,0.21,0,156.1,-0.27
414,414,the,156.04,156.48,0.44,0,156.1,-0.06
415,415,most,156.48,156.7,0.22,0,156.1,0.38
416,416,experienced,156.78,157.22,0.44,0.08,156.1,0.68
417,417,men,157.22,158.07,0.85,0,156.1,1.12
418,418,walk,158.07,158.12,0.05,0,156.1,1.97
419,419,the,158.12,158.33,0.21,0,156.1,2.02
420,420,rear,158.33,158.65,0.32,0,156.1,2.23
421,421,with,158.65,158.9,0.25,0,156.1,2.55
422,422,thr,158.9,159.13,0.23,0,156.1,2.8
423,423,usting,159.13,159.59,0.46,0,156.1,3.03
424,424,spe,159.59,159.82,0.23,0,156.1,3.49
425,425,ars,159.82,160.05,0.23,0,156.1,3.72
426,426,angled,160.05,160.85,0.8,0,156.1,3.95
427,427,outward,160.85,161.04,0.19,0,156.1,4.75
428,428,into,161.04,161.34,0.3,0,156.1,4.94
429,429,the,161.34,161.57,0.23,0,156.1,5.24
430,430,dark,161.57,161.87,0.3,0,162.48,-0.91
431,431,They,162.39,162.4,0.01,0.52,162.48,-0.09
432,432,do,162.4,162.66,0.26,0,162.48,-0.08
433,433,not,162.66,162.78,0.12,0,162.48,0.18
434,434,speak,162.78,163.26,0.48,0,162.48,0.3
435,435,on,163.26,163.44,0.18,0,162.48,0.78
436,436,night,163.44,163.83,0.39,0,162.48,0.96
437,437,march,163.83,163.96,0.13,0,162.48,1.35
438,438,es,163.96,164.37,0.41,0,164.68,-0.72
439,439,Their,164.85,164.99,0.14,0.48,164.68,0.17
440,440,silence,164.99,165.53,0.54,0,164.68,0.31
441,441,is,165.53,165.68,0.15,0,164.68,0.85
442,442,a,165.68,165.75,0.07,0,164.68,1
443,443,tool,165.75,166.06,0.31,0,166.24,-0.49
444,444,same,166.21,166.52,0.31,0.15,166.24,-0.03
445,445,as,166.52,166.74,0.22,0,166.24,0.28
446,446,the,166.74,166.9,0.16,0,166.24,0.5
447,447,spear,166.9,167.31,0.41,0,168.32,-1.42
448,448,You,167.59,167.75,0.16,0.28,168.32,-0.73
449,449,drop,167.75,168.06,0.31,0,168.32,-0.57
450,450,the,168.06,168.29,0.23,0,168.32,-0.26
451,451,torch,168.29,168.68,0.39,0,168.32,-0.03
452,452,on,168.68,168.82,0.14,0,168.32,0.36
453,453,the,168.82,169.4,0.58,0,168.32,0.5
454,454,third,169.4,169.45,0.05,0,168.32,1.08
455,455,night,169.45,169.97,0.52,0,168.32,1.13
456,456,of,169.97,170.06,0.09,0,168.32,1.65
457,457,your,170.06,170.32,0.26,0,168.32,1.74
458,458,second,170.32,170.56,0.24,0,168.32,2
459,459,season,170.56,171.47,0.91,0,172.18,-1.62
460,460,carrying,171.47,171.69,0.22,0,172.18,-0.71
461,461,it,171.69,171.78,0.09,0,172.18,-0.49
462,462,You,172.01,172.18,0.17,0.23,172.18,-0.17
463,463,catch,172.18,172.51,0.33,0,172.18,0
464,464,a,172.51,172.6,0.09,0,172.18,0.33
465,465,route,172.6,172.9,0.3,0,172.18,0.42
466,466,you,172.9,173.1,0.2,0,172.18,0.72
467,467,did,173.1,173.36,0.26,0,172.18,0.92
468,468,not,173.36,173.5,0.14,0,172.18,1.18
469,469,see,173.5,173.67,0.17,0,172.18,1.32
470,470,and,173.79,174.21,0.42,0.12,174.24,-0.45
471,471,the,174.21,174.23,0.02,0,174.24,-0.03
472,472,flame,174.23,174.63,0.4,0,174.24,-0.01
473,473,hits,174.63,174.82,0.19,0,174.24,0.39
474,474,the,174.82,175.02,0.2,0,174.24,0.58
475,475,ground,175.02,175.36,0.34,0,174.24,0.78
476,476,and,175.36,175.68,0.32,0,174.24,1.12
477,477,sp,175.68,175.81,0.13,0,174.24,1.44
478,478,ut,175.81,175.94,0.13,0,174.24,1.57
479,479,ters,175.94,176.2,0.26,0,174.24,1.7
