(Index),idx,text,startSec,endSec,durationSec,gapToPrevSec,nearestSilenceEndSec,smearSec
114,114,does,40.22,40.59,0.37,0,40.34,-0.12
115,115,not,40.59,40.81,0.22,0,40.34,0.25
116,116,look,40.81,41.1,0.29,0,40.34,0.47
117,117,up,41.1,41.26,0.16,0,40.34,0.76
118,118,She,41.49,41.73,0.24,0.23,42.34,-0.85
119,119,feeds,41.73,42.12,0.39,0,42.34,-0.61
120,120,the,42.12,42.38,0.26,0,42.34,-0.22
121,121,fire,42.38,42.79,0.41,0,42.34,0.04
122,122,another,42.79,43.23,0.44,0,42.34,0.45
123,123,stick,43.23,43.61,0.38,0,42.34,0.89
124,124,without,43.61,44.6,0.99,0,42.34,1.27
125,125,turning,44.6,44.8,0.2,0,42.34,2.26
126,126,her,44.8,44.94,0.14,0,42.34,2.46
127,127,head,44.94,45.17,0.23,0,42.34,2.6
128,128,ness,46.24,46.32,0.08,1.07,46.46,-0.22
129,129,tells,46.32,46.63,0.31,0,46.46,-0.14
130,130,you,46.63,46.83,0.2,0,46.46,0.17
131,131,something,46.83,47.66,0.83,0,46.46,0.37
132,132,She,47.85,48.09,0.24,0.19,48.7,-0.85
133,133,has,48.09,48.34,0.25,0,48.7,-0.61
134,134,been,48.34,48.67,0.33,0,48.7,-0.36
135,135,listening,48.67,49.54,0.87,0,48.7,-0.03
136,136,the,49.54,49.68,0.14,0,48.7,0.84
137,137,whole,49.68,50.39,0.71,0,48.7,0.98
138,138,time,50.39,50.43,0.04,0,48.7,1.69
139,139,You,50.81,51.51,0.7,0.38,51.52,-0.71
140,140,watch,51.51,51.76,0.25,0,51.52,-0.01
141,141,her,51.76,52.2,0.44,0,51.52,0.24
142,142,face,52.2,52.32,0.12,0,51.52,0.68
143,143,and,52.96,53.06,0.1,0.64,53.02,-0.06
144,144,you,53.06,53.24,0.18,0,53.02,0.04
145,145,learn,53.24,53.39,0.15,0,53.02,0.22
146,146,your,53.39,53.55,0.16,0,53.02,0.37
147,147,first,53.55,54.28,0.73,0,53.02,0.53
148,148,lesson,54.28,54.43,0.15,0,53.02,1.26
149,149,without,54.43,54.83,0.4,0,53.02,1.41
150,150,a,54.83,54.88,0.05,0,53.02,1.81
151,151,word,54.88,55.12,0.24,0,53.02,1.86
152,152,being,55.12,55.42,0.3,0,53.02,2.1
153,153,spoken,55.42,55.76,0.34,0,53.02,2.4
154,154,The,56,56.38,0.38,0.24,57.1,-1.1
155,155,darkness,56.38,57.45,1.07,0,57.1,-0.72
156,156,past,57.45,57.92,0.47,0,57.1,0.35
157,157,the,57.92,58,0.08,0,57.1,0.82
158,158,fire,58,58.34,0.34,0,57.1,0.9
159,159,light,58.34,58.76,0.42,0,57.1,1.24
160,160,is,58.76,58.92,0.16,0,57.1,1.66
161,161,not,58.92,59.42,0.5,0,60.14,-1.22
162,162,empty,59.42,59.61,0.19,0,60.14,-0.72
163,163,It,59.85,60.02,0.17,0.24,60.14,-0.29
164,164,has,60.02,60.27,0.25,0,60.14,-0.12
165,165,weight,60.27,60.78,0.51,0,60.14,0.13
166,166,The,61.04,61.3,0.26,0.26,61.38,-0.34
167,167,fire,61.3,61.61,0.31,0,61.38,-0.08
168,168,is,61.61,61.73,0.12,0,61.38,0.23
169,169,the,61.73,62.15,0.42,0,61.38,0.35
170,170,line,62.15,62.38,0.23,0,61.38,0.77
171,171,between,62.38,62.97,0.59,0,61.38,1
172,172,you,62.97,63.27,0.3,0,63.44,-0.47
173,173,and,63.27,63.69,0.42,0,63.44,-0.17
174,174,whatever,63.69,63.96,0.27,0,63.44,0.25
175,175,lives,63.96,64.16,0.2,0,63.44,0.52
176,176,on,64.16,64.24,0.08,0,63.44,0.72
177,177,the,64.24,64.32,0.08,0,63.44,0.8
178,178,other,64.32,64.74,0.42,0,63.44,0.88
179,179,side,64.74,65.08,0.34,0,63.44,1.3
180,180,of,65.08,65.24,0.16,0,66.44,-1.36
181,181,it,65.24,65.67,0.43,0,66.44,-1.2
182,182,You,65.74,65.95,0.21,0.07,66.44,-0.7
183,183,fall,65.95,66.27,0.32,0,66.44,-0.49
184,184,asleep,66.27,66.77,0.5,0,66.44,-0.17
185,185,against,66.77,67.36,0.59,0,66.44,0.33
186,186,her,67.36,67.62,0.26,0,66.44,0.92
187,187,side,67.62,67.94,0.32,0,66.44,1.18
188,188,one,68.05,68.47,0.42,0.11,68.58,-0.53
189,189,hand,68.47,68.7,0.23,0,68.58,-0.11
190,190,on,68.7,68.89,0.19,0,68.58,0.12
191,191,the,68.89,69.12,0.23,0,68.58,0.31
192,192,warm,69.12,69.46,0.34,0,68.58,0.54
193,193,stones,69.46,70.28,0.82,0,68.58,0.88
194,194,ringing,70.28,70.56,0.28,0,68.58,1.7
195,195,the,70.56,70.88,0.32,0,68.58,1.98
196,196,hear,70.88,71.02,0.14,0,68.58,2.3
197,197,th,71.02,71.09,0.07,0,68.58,2.44
198,198,dream,72.32,72.4,0.08,1.23,72.5,-0.18
199,199,about,72.4,72.42,0.02,0,72.5,-0.1
200,200,the,72.42,72.69,0.27,0,72.5,-0.08
201,201,sound,72.69,72.84,0.15,0,72.5,0.19
202,202,morning,73.74,74.01,0.27,0.9,74.12,-0.38
203,203,comes,74.01,74.49,0.48,0,74.12,-0.11
204,204,bright,74.49,75.04,0.55,0,74.12,0.37
205,205,and,75.04,75.36,0.32,0,74.12,0.92
206,206,cold,75.36,75.76,0.4,0,75.96,-0.6
207,207,and,75.86,76.09,0.23,0.1,75.96,-0.1
208,208,you,76.09,76.16,0.07,0,75.96,0.13
209,209,run,76.16,76.45,0.29,0,75.96,0.2
210,210,out,76.45,76.47,0.02,0,75.96,0.49
211,211,into,76.47,76.64,0.17,0,75.96,0.51
212,212,the,76.64,76.72,0.08,0,75.96,0.68
213,213,frost,76.72,77.12,0.4,0,75.96,0.76
214,214,like,77.12,77.28,0.16,0,75.96,1.16
215,215,nothing,77.36,77.78,0.42,0.08,75.96,1.4
216,216,happened,77.78,78.69,0.91,0,79.02,-1.24
217,217,But,78.83,79.06,0.23,0.14,79.02,-0.19
218,218,something,79.06,79.83,0.77,0,79.02,0.04
219,219,stayed,79.83,80.34,0.51,0,81.26,-1.43
220,220,in,80.34,80.58,0.24,0,81.26,-0.92
221,221,you,80.58,80.76,0.18,0,81.26,-0.68
222,222,Small,81.43,81.44,0.01,0.67,81.26,0.17
223,223,and,81.44,81.69,0.25,0,81.26,0.18
224,224,permanent,81.69,82.45,0.76,0,82.24,-0.55
225,225,A,82.8,83.24,0.44,0.35,84.16,-1.36
226,226,new,83.24,83.32,0.08,0,84.16,-0.92
227,227,understanding,83.32,85.05,1.73,0,84.16,-0.84
228,228,of,85.05,85.12,0.07,0,84.16,0.89
229,229,what,85.12,85.28,0.16,0,84.16,0.96
230,230,the,85.28,85.49,0.21,0,84.16,1.12
231,231,night,85.49,85.85,0.36,0,84.16,1.33
232,232,actually,85.85,86.46,0.61,0,84.16,1.69
233,233,is,86.46,86.69,0.23,0,87.82,-1.36
234,234,You,86.83,87.02,0.19,0.14,87.82,-0.99
235,235,start,87.02,87.38,0.36,0,87.82,-0.8
236,236,watching,87.38,87.96,0.58,0,87.82,-0.44
237,237,the,87.96,88.18,0.22,0,87.82,0.14
238,238,older,88.18,88.58,0.4,0,87.82,0.36
239,239,hunters,88.58,89.43,0.85,0,87.82,0.76
240,240,differently,89.43,89.85,0.42,0,90.52,-1.09
241,241,You,90.07,90.26,0.19,0.22,90.52,-0.45
242,242,notice,90.26,90.8,0.54,0,90.52,-0.26
243,243,where,90.8,90.97,0.17,0,90.52,0.28
244,244,their,90.97,91.12,0.15,0,90.52,0.45
245,245,eyes,91.12,91.39,0.27,0,90.52,0.6
246,246,go,91.39,91.53,0.14,0,90.52,0.87
247,247,when,91.53,91.81,0.28,0,90.52,1.01
248,248,the,91.81,91.84,0.03,0,90.52,1.29
249,249,sun,91.84,92.52,0.68,0,90.52,1.32
250,250,drops,92.52,92.54,0.02,0,90.52,2
251,251,You,92.75,92.94,0.19,0.21,93.6,-0.85
252,252,notice,92.94,93.35,0.41,0,93.6,-0.66
253,253,how,93.35,93.55,0.2,0,93.6,-0.25
254,254,they,93.55,93.82,0.27,0,93.6,-0.05
255,255,arranged,93.82,94.42,0.6,0,93.6,0.22
256,256,themselves,94.42,95.27,0.85,0,93.6,0.82
257,257,around,95.27,95.47,0.2,0,93.6,1.67
258,258,the,95.47,95.69,0.22,0,93.6,1.87
259,259,fire,95.69,96.08,0.39,0,93.6,2.09
260,260,before,96.08,96.64,0.56,0,93.6,2.48
261,261,full,96.64,96.96,0.32,0,93.6,3.04
262,262,dark,96.96,97.33,0.37,0,93.6,3.36
263,263,Nobody,97.47,98.37,0.9,0.14,98.3,-0.83
264,264,told,98.37,98.52,0.15,0,98.3,0.07
265,265,them,98.52,98.91,0.39,0,98.3,0.22
266,266,to,98.91,99.07,0.16,0,98.3,0.61
267,267,do,99.07,99.25,0.18,0,98.3,0.77
268,268,it,99.25,99.43,0.18,0,98.3,0.95
269,269,They,99.7,100.07,0.37,0.27,100.58,-0.88
270,270,just,100.07,100.44,0.37,0,100.58,-0.51
271,271,do,100.44,100.58,0.14,0,100.58,-0.14
272,272,The,101.11,101.17,0.06,0.53,100.58,0.53
273,273,band,101.17,101.54,0.37,0,102.1,-0.93
274,274,has,101.54,101.82,0.28,0,102.1,-0.56
275,275,a,101.82,101.91,0.09,0,102.1,-0.28
276,276,shape,101.91,102.55,0.64,0,102.1,-0.19
277,277,at,102.55,102.92,0.37,0,102.1,0.45
278,278,night,102.92,103.01,0.09,0,102.1,0.82
279,279,it,103.01,103.19,0.18,0,102.1,0.91
280,280,does,103.19,103.68,0.49,0,102.1,1.09
281,281,not,103.68,103.96,0.28,0,102.1,1.58
282,282,have,103.96,104.24,0.28,0,102.1,1.86
283,283,during,104.24,104.56,0.32,0,102.1,2.14
284,284,the,104.64,104.81,0.17,0.08,102.1,2.54
285,285,day,104.81,105.05,0.24,0,102.1,2.71
286,286,Certain,105.63,105.98,0.35,0.58,106.04,-0.41
287,287,men,105.98,106.14,0.16,0,106.04,-0.06
288,288,always,106.14,106.64,0.5,0,106.04,0.1
289,289,face,106.64,106.97,0.33,0,106.98,-0.34
290,290,outward,106.97,107.6,0.63,0,106.98,-0.01
291,291,Certain,107.86,108.38,0.52,0.26,108.92,-1.06
292,292,men,108.38,108.71,0.33,0,108.92,-0.54
293,293,sleep,108.71,109.13,0.42,0,108.92,-0.21
294,294,closest,109.13,109.63,0.5,0,108.92,0.21
295,295,to,109.63,109.78,0.15,0,108.92,0.71
296,296,the,109.78,110.08,0.3,0,108.92,0.86
297,297,fire,110.08,110.52,0.44,0,108.92,1.16
298,298,s,110.52,110.53,0.01,0,108.92,1.6
299,299,edge,110.53,110.86,0.33,0,108.92,1.61
300,300,The,111.2,112.48,1.28,0.34,112.44,-1.24
301,301,arrangement,112.48,113.24,0.76,0,112.44,0.04
302,302,is,113.24,113.37,0.13,0,112.44,0.8
303,303,not,113.37,113.9,0.53,0,112.44,0.93
304,304,accidental,113.9,114.26,0.36,0,115.04,-1.14
305,305,It,114.46,114.59,0.13,0.2,115.04,-0.58
306,306,is,114.59,114.72,0.13,0,115.04,-0.45
307,307,as,114.72,114.85,0.13,0,115.04,-0.32
308,308,deliberate,114.85,115.54,0.69,0,115.04,-0.19
309,309,as,115.54,115.78,0.24,0,115.04,0.5
310,310,any,115.78,115.87,0.09,0,115.04,0.74
311,311,trap,115.87,116.1,0.23,0,115.04,0.83
312,312,your,116.1,116.63,0.53,0,115.04,1.06
313,313,father,116.63,116.82,0.19,0,115.04,1.59
314,314,sets,116.82,117.09,0.27,0,115.04,1.78
315,315,in,117.09,117.22,0.13,0,115.04,2.05
316,316,the,117.22,117.42,0.2,0,115.04,2.18
317,317,river,117.42,117.69,0.27,0,115.04,2.38
318,318,shall,117.69,118.09,0.4,0,115.04,2.65
319,319,ows,118.09,118.44,0.35,0,115.04,3.05
320,320,old,119.52,119.6,0.08,1.08,119.68,-0.16
321,321,enough,119.6,119.91,0.31,0,119.68,-0.08
322,322,to,119.91,120.03,0.12,0,119.68,0.23
323,323,hold,120.03,120.15,0.12,0,119.68,0.35
324,324,a,120.15,120.92,0.77,0,119.68,0.47
325,325,position,120.92,121.04,0.12,0,119.68,1.24
326,326,in,121.04,121.15,0.11,0,119.68,1.36
327,327,that,121.15,121.47,0.32,0,119.68,1.47
328,328,shape,121.47,121.78,0.31,0,119.68,1.79
329,329,But,122.08,122.41,0.33,0.3,123.2,-1.12
330,330,you,122.41,122.82,0.41,0,123.2,-0.79
331,331,are,122.82,123.07,0.25,0,123.2,-0.38
332,332,old,123.07,123.67,0.6,0,123.2,-0.13
333,333,enough,123.67,124.09,0.42,0,123.2,0.47
334,334,to,124.09,124.24,0.15,0,123.2,0.89
335,335,start,124.24,124.48,0.24,0,123.2,1.04
336,336,learning,124.48,124.8,0.32,0,123.2,1.28
337,337,what,124.8,125.17,0.37,0,123.2,1.6
338,338,it,125.17,125.36,0.19,0,123.2,1.97
339,339,means,125.36,125.87,0.51,0,125.9,-0.54
340,340,Level,126.22,126.59,0.37,0.35,127.82,-1.6
341,341,2,126.59,126.87,0.28,0,127.82,-1.23
342,342,The,127.16,127.43,0.27,0.29,127.82,-0.66
343,343,boy,127.43,127.71,0.28,0,127.82,-0.39
344,344,who,127.71,128.03,0.32,0,127.82,-0.11
345,345,carries,128.03,128.95,0.92,0,127.82,0.21
346,346,fire,128.95,129.04,0.09,0,127.82,1.13
347,347,you,129.23,129.51,0.28,0.19,127.82,1.41
348,348,are,129.51,129.78,0.27,0,127.82,1.69
349,349,11,129.78,130.35,0.57,0,127.82,1.96
350,350,On,130.76,130.83,0.07,0.41,131.54,-0.78
351,351,nights,130.83,131.39,0.56,0,131.54,-0.71
352,352,when,131.39,131.8,0.41,0,131.54,-0.15
353,353,the,131.8,132.06,0.26,0,131.54,0.26
354,354,band,132.06,132.55,0.49,0,131.54,0.52
355,355,moves,132.55,132.88,0.33,0,131.54,1.01
356,356,between,132.88,133.28,0.4,0,131.54,1.34
357,357,camps,133.36,133.71,0.35,0.08,131.54,1.82
358,358,your,133.85,133.94,0.09,0.14,134.24,-0.39
359,359,job,133.94,134.65,0.71,0,134.24,-0.3
360,360,is,134.65,134.7,0.05,0,134.24,0.41
361,361,to,134.7,134.83,0.13,0,134.24,0.46
362,362,carry,134.83,135.25,0.42,0,134.24,0.59
363,363,one,135.25,135.51,0.26,0,134.24,1.01
364,364,of,135.51,135.68,0.17,0,134.24,1.27
365,365,the,135.68,135.94,0.26,0,134.24,1.44
366,366,torches,135.94,136.58,0.64,0,136.72,-0.78
367,367,Birch,136.81,137.43,0.62,0.23,136.72,0.09
368,368,bark,137.43,137.58,0.15,0,136.72,0.71
369,369,and,137.58,137.85,0.27,0,136.72,0.86
370,370,fat,137.85,138.1,0.25,0,136.72,1.13
371,371,soaked,138.1,138.58,0.48,0,136.72,1.38
372,372,moss,138.58,139.04,0.46,0,139.06,-0.48
373,373,bound,139.24,139.33,0.09,0.2,139.06,0.18
374,374,with,139.33,139.52,0.19,0,139.06,0.27
375,375,sin,139.52,139.89,0.37,0,139.06,0.46
376,376,ew,139.89,140.15,0.26,0,140.34,-0.45
377,377,held,140.16,140.44,0.28,0.01,140.34,-0.18
378,378,in,140.44,140.58,0.14,0,140.34,0.1
379,379,both,140.58,140.86,0.28,0,140.34,0.24
380,380,hands,140.86,141.2,0.34,0,140.34,0.52
381,381,out,141.2,141.56,0.36,0,140.34,0.86
382,382,in,141.56,141.58,0.02,0,140.34,1.22
383,383,front,141.58,141.93,0.35,0,140.34,1.24
384,384,of,141.93,142.11,0.18,0,140.34,1.59
385,385,your,142.11,142.35,0.24,0,140.34,1.77
386,386,body,142.35,142.63,0.28,0,143.26,-0.91
387,387,The,142.84,143.05,0.21,0.21,143.26,-0.42
388,388,flame,143.05,143.46,0.41,0,143.26,-0.21
389,389,bends,143.46,143.76,0.3,0,143.26,0.2
390,390,in,143.76,143.89,0.13,0,143.26,0.5
391,391,the,143.89,144.31,0.42,0,143.26,0.63
392,392,wind,144.31,144.4,0.09,0,143.26,1.05
393,393,and,144.4,144.73,0.33,0,143.26,1.14
394,394,you,144.73,144.88,0.15,0,143.26,1.47
395,395,curve,144.88,145.2,0.32,0,143.26,1.62
396,396,yourself,145.2,145.6,0.4,0,143.26,1.94
397,397,around,145.6,146.12,0.52,0,143.26,2.34
398,398,it,146.12,146.3,0.18,0,146.62,-0.5
399,399,using,146.3,147,0.7,0,146.62,-0.32
400,400,your,147,147.13,0.13,0,146.62,0.38
401,401,chest,147.13,147.55,0.42,0,146.62,0.51
402,402,against,147.55,148.16,0.61,0,146.62,0.93
403,403,the,148.16,148.41,0.25,0,146.62,1.54
404,404,cold,148.41,148.76,0.35,0,149.8,-1.39
405,405,air,148.76,149.02,0.26,0,149.8,-1.04
406,406,The,149.37,149.75,0.38,0.35,149.8,-0.43
407,407,hunters,149.75,150.17,0.42,0,149.8,-0.05
408,408,move,150.17,150.51,0.34,0,149.8,0.37
409,409,ahead,150.51,150.9,0.39,0,149.8,0.71
410,410,You,151.3,151.56,0.26,0.4,151.46,-0.16
411,411,stay,151.56,151.7,0.14,0,151.46,0.1
412,412,in,151.7,151.84,0.14,0,151.46,0.24
413,413,the,151.84,151.92,0.08,0,151.46,0.38
414,414,center,151.92,152.32,0.4,0,151.46,0.46
415,415,column,152.32,152.75,0.43,0,151.46,0.86
416,416,with,152.75,153.02,0.27,0,151.46,1.29
417,417,the,153.02,153.19,0.17,0,151.46,1.56
418,418,women,153.19,153.72,0.53,0,151.46,1.73
419,419,and,153.72,153.85,0.13,0,151.46,2.26
420,420,older,153.85,154.17,0.32,0,151.46,2.39
421,421,children,154.17,154.74,0.57,0,155,-0.83
422,422,Behind,154.95,155.38,0.43,0.21,155,-0.05
423,423,you,155.38,155.62,0.24,0,155,0.38
424,424,two,155.73,155.93,0.2,0.11,156.1,-0.37
425,425,of,155.93,156.05,0.12,0,156.1,-0.17
426,426,the,156.05,156.47,0.42,0,156.1,-0.05
427,427,most,156.47,156.57,0.1,0,156.1,0.37
428,428,experienced,156.57,157.36,0.79,0,156.1,0.47
429,429,men,157.36,157.63,0.27,0,156.1,1.26
430,430,walk,157.63,157.91,0.28,0,156.1,1.53
431,431,the,157.91,158.28,0.37,0,156.1,1.81
432,432,rear,158.28,158.56,0.28,0,156.1,2.18
433,433,with,158.64,158.86,0.22,0.08,156.1,2.54
434,434,thrust,158.86,159.32,0.46,0,156.1,2.76
435,435,ing,159.32,159.96,0.64,0,156.1,3.22
436,436,spears,159.96,160.01,0.05,0,156.1,3.86
437,437,angled,160.01,160.51,0.5,0,156.1,3.91
438,438,outward,160.51,161,0.49,0,156.1,4.41
439,439,into,161,161.3,0.3,0,156.1,4.9
440,440,the,161.3,161.6,0.3,0,156.1,5.2
441,441,dark,161.6,161.86,0.26,0,162.48,-0.88
442,442,They,162.06,162.29,0.23,0.2,162.48,-0.42
443,443,do,162.29,162.71,0.42,0,162.48,-0.19
444,444,not,162.71,162.74,0.03,0,162.48,0.23
445,445,speak,162.74,163.13,0.39,0,162.48,0.26
446,446,on,163.13,163.27,0.14,0,162.48,0.65
447,447,night,163.27,163.65,0.38,0,162.48,0.79
448,448,marches,163.65,164.48,0.83,0,164.68,-1.03
449,449,Their,164.48,164.81,0.33,0,164.68,-0.2
450,450,silence,164.81,165,0.19,0,164.68,0.13
451,451,is,165,165.41,0.41,0,164.68,0.32
452,452,a,165.41,165.47,0.06,0,164.68,0.73
453,453,tool,165.47,165.86,0.39,0,164.68,0.79
454,454,same,165.9,166.12,0.22,0.04,166.24,-0.34
455,455,as,166.12,166.25,0.13,0,166.24,-0.12
456,456,the,166.25,166.45,0.2,0,166.24,0.01
457,457,spear,166.45,166.78,0.33,0,166.24,0.21
458,458,You,167.04,167.35,0.31,0.26,168.32,-1.28
459,459,drop,167.35,167.78,0.43,0,168.32,-0.97
460,460,the,167.78,168.08,0.3,0,168.32,-0.54
461,461,torch,168.08,168.63,0.55,0,168.32,-0.24
462,462,on,168.63,168.81,0.18,0,168.32,0.31
463,463,the,168.81,169.12,0.31,0,168.32,0.49
464,464,third,169.12,169.67,0.55,0,168.32,0.8
465,465,night,169.67,169.83,0.16,0,168.32,1.35
466,466,of,169.83,170.08,0.25,0,168.32,1.51
467,467,second,170.08,170.51,0.43,0,168.32,1.76
468,468,season,170.51,171.48,0.97,0,172.18,-1.67
469,469,carrying,171.48,171.51,0.03,0,172.18,-0.7
470,470,it,171.51,171.65,0.14,0,172.18,-0.67
471,471,You,171.86,172.07,0.21,0.21,172.18,-0.32
472,472,catch,172.07,172.44,0.37,0,172.18,-0.11
473,473,a,172.44,172.49,0.05,0,172.18,0.26
474,474,root,172.49,172.77,0.28,0,172.18,0.31
475,475,you,172.77,172.98,0.21,0,172.18,0.59
476,476,did,172.98,173.19,0.21,0,172.18,0.8
477,477,not,173.19,173.4,0.21,0,172.18,1.01
478,478,see,173.4,173.61,0.21,0,172.18,1.22
479,479,and,173.61,173.81,0.2,0,174.24,-0.63
