idx,text,startSec,endSec
307,are,119.78,119.92
308,not,119.92,120.13
309,old,120.13,120.54
310,enough,120.54,120.62
311,to,120.62,120.82
312,hold,120.82,121.07
313,a,121.07,121.13
314,position,121.13,121.34
315,in,121.34,121.75
316,that,121.75,122.22
317,shape,122.22,122.35
318,But,122.5,122.69
319,you,122.69,122.88
320,are,122.88,123.07
321,old,123.07,123.26
322,enough,123.26,123.64
323,to,123.64,123.86
324,start,123.86,124.12
325,learning,124.12,124.55
326,what,124.55,124.94
327,it,124.94,124.97
328,means,124.97,125.25
329,Level,125.54,126.12
330,two,126.12,126.34
331,The,126.78,127.9
332,boy,127.9,128.21
333,who,128.21,128.38
334,carries,128.38,128.72
335,fire,128.8,129.01
336,you,129.15,129.24
337,are,129.24,129.79
338,11,129.79,130.14
339,On,130.28,130.48
340,nights,130.48,131.08
341,when,131.08,131.48
342,the,131.48,131.78
343,band,131.78,132.18
344,moves,132.18,132.87
345,between,132.87,133.39
346,camps,133.39,133.89
347,your,134.03,134.68
348,job,134.68,134.79
349,is,134.79,135.02
350,to,135.02,135.25
351,carry,135.25,135.72
352,one,135.72,135.99
353,of,135.99,136.28
354,bir,136.28,136.5
355,ch,136.5,136.64
356,bark,136.64,136.79
357,and,136.79,136.95
358,fat,136.95,137.37
359,so,137.46,137.7
360,aked,137.7,137.91
361,moss,137.91,138.23
362,bound,138.3,138.67
363,with,138.67,138.96
364,sine,138.96,139.32
365,held,139.58,139.75
366,in,139.75,139.89
367,both,139.89,140.43
368,hands,140.43,140.56
369,out,140.56,140.85
370,in,140.85,140.93
371,front,140.93,141.3
372,of,141.3,141.45
373,your,141.45,141.8
374,body,141.8,142.24
375,The,142.42,143.36
376,flame,143.36,143.72
377,bends,143.72,144.01
378,in,144.01,144.12
379,the,144.12,144.28
380,wind,144.28,144.36
381,and,144.36,144.69
382,you,144.69,145.12
383,curve,145.12,145.15
384,yourself,145.15,145.67
385,around,145.67,145.97
386,it,145.97,146.08
387,using,146.19,146.48
388,your,146.48,146.76
389,chest,146.76,147.02
390,against,147.02,147.49
391,the,147.49,147.81
392,cold,147.81,147.87
393,air,147.87,147.98
394,The,148.29,148.86
395,hunters,148.86,150.25
396,move,150.25,150.52
397,ahead,150.52,150.86
398,You,151.05,151.25
399,stay,151.25,151.53
400,in,151.53,151.86
401,the,151.86,151.94
402,center,151.94,152.26
403,column,152.26,152.69
404,with,152.69,152.93
405,the,152.93,153.13
406,women,153.13,153.56
407,and,153.56,153.67
408,older,153.67,154.01
409,children,154.01,154.67
410,Behind,154.75,155.15
411,you,155.15,155.35
412,two,155.56,155.83
413,of,155.83,156.04
414,the,156.04,156.48
415,most,156.48,156.7
416,experienced,156.78,157.22
417,men,157.22,158.07
418,walk,158.07,158.12
419,the,158.12,158.33
420,rear,158.33,158.65
421,with,158.65,158.9
422,thr,158.9,159.13
423,usting,159.13,159.59
424,spe,159.59,159.82
425,ars,159.82,160.05
426,angled,160.05,160.85
427,outward,160.85,161.04
428,into,161.04,161.34
429,the,161.34,161.57
430,dark,161.57,161.87
431,They,162.39,162.4
432,do,162.4,162.66
433,not,162.66,162.78
434,speak,162.78,163.26
435,on,163.26,163.44
436,night,163.44,163.83
437,march,163.83,163.96
438,es,163.96,164.37
439,Their,164.85,164.99
440,silence,164.99,165.53
441,is,165.53,165.68
442,a,165.68,165.75
443,tool,165.75,166.06
444,same,166.21,166.52
445,as,166.52,166.74
446,the,166.74,166.9
447,spear,166.9,167.31
448,You,167.59,167.75
449,drop,167.75,168.06
450,the,168.06,168.29
451,torch,168.29,168.68
452,on,168.68,168.82
453,the,168.82,169.4
454,third,169.4,169.45
455,night,169.45,169.97
456,of,169.97,170.06
457,your,170.06,170.32
458,second,170.32,170.56
459,season,170.56,171.47
460,carrying,171.47,171.69
461,it,171.69,171.78
462,You,172.01,172.18
463,catch,172.18,172.51
464,a,172.51,172.6
465,route,172.6,172.9
466,you,172.9,173.1
467,did,173.1,173.36
468,not,173.36,173.5
469,see,173.5,173.67
470,and,173.79,174.21
471,the,174.21,174.23
472,flame,174.23,174.63
473,hits,174.63,174.82
474,the,174.82,175.02
475,ground,175.02,175.36
476,and,175.36,175.68
477,sp,175.68,175.81
478,ut,175.81,175.94
479,ters,175.94,176.2
480,and,176.28,176.35
481,for,176.35,177.08
482,three,177.08,177.1
483,full,177.1,177.35
484,heart,177.35,177.69
485,be,177.69,177.85
486,ats,177.85,178.04
487,the,178.04,178.22
488,column,178.22,178.72
489,loses,178.72,178.98
490,half,178.98,179.23
491,its,179.23,179.77
492,light,179.77,179.83
493,Nobody,179.97,180.37
494,sh,180.37,180.5
495,outs,180.5,180.77
496,But,181.64,182.38
497,Der,182.38,182.68
498,ret,182.68,182.7
499,the,182.9,183.01
500,rear,183.01,183.27
501,guard,183.27,183.59
502,moves,183.72,184.17
503,up,184.17,184.24
504,beside,184.24,184.56
505,you,184.56,184.77
506,and,184.77,184.94
507,puts,184.94,185.19
508,his,185.19,185.39
509,hand,185.39,185.65
510,flat,185.65,185.91
511,on,185.91,186.12
512,your,186.12,186.3
513,shoulder,186.3,186.97
514,Not,187.06,187.67
515,hard,187.67,188.78
516,not,188.94,189.25
517,gentle,189.25,189.88
518,just,190.56,190.64
519,there,190.64,190.81
520,He,191.04,191.11
521,holds,191.11,191.58
522,it,191.58,191.97
523,until,191.97,192.14
524,you,192.14,192.38
525,have,192.38,192.73
526,the,192.73,192.93
527,torch,192.93,193.33
528,burning,193.33,193.88
529,again,193.88,194.3
530,from,194.3,194.71
531,the,194.71,194.83
532,second,194.83,195.3
533,carrier,195.3,195.85
534,'s,195.85,196.16
535,als,196.16,196.52
536,Then,197.16,197.24
537,he,197.24,197.25
538,walks,197.25,197.66
539,back,197.66,197.79
540,to,197.79,198.19
541,his,198.19,198.58
542,post,198.58,198.79
543,without,198.79,199.39
544,a,199.39,199.47
545,word,199.47,199.81
546,The,200.07,200.33
547,lesson,200.33,200.93
548,in,200.93,201.31
549,that,201.31,201.36
550,touch,201.36,201.79
551,your,202.03,202.36
552,mistake,202.36,203.12
553,put,203.12,203.3
554,people,203.3,203.69
555,in,203.69,203.78
556,danger,203.78,204.21
557,You,204.3,204.44
558,are,204.44,204.83
559,not,204.83,205.2
560,punished,205.2,205.62
561,for,205.62,205.83
562,it,205.83,205.97
563,You,206.18,206.39
564,are,206.39,206.6
565,expected,206.6,207.17
566,to,207.17,207.31
567,understand,207.31,208.03
568,that,208.03,208.35
569,on,208.35,208.45
570,your,208.45,208.73
571,own,208.73,208.94
572,You,209.3,209.74
573,do,209.74,209.84
574,not,209.84,210.19
575,drop,210.19,210.78
576,a,210.78,210.8
577,torch,210.88,211.14
578,again,211.14,211.49
579,Those,211.52,212.2
580,long,212.2,212.33
581,column,212.33,212.75
582,walks,212.75,213.04
583,teach,213.04,213.38
584,you,213.38,213.58
585,how,213.58,213.84
586,to,213.84,213.91
587,read,213.91,214.18
588,the,214.18,214.37
589,night,214.37,214.61
590,by,214.61,214.95
591,its,214.95,215.05
592,sounds,215.05,215.46
593,An,215.81,216.02
594,owl,216.02,216.33
595,is,216.33,216.76
596,neutral,216.76,217.3
597,Every,218.24,218.32
598,animal,218.32,218.42
599,going,218.42,218.73
600,silent,218.73,219.17
601,at,219.17,219.6
602,once,219.6,219.65
603,is,219.65,219.77
604,not,219.77,219.95
605,Wind,220.19,220.43
606,through,220.43,220.91
607,pine,220.91,221.28
608,moves,221.28,221.54
609,without,221.54,221.97
610,any,221.97,222.39
611,pattern,222.39,222.81
612,Something,222.98,224.0
613,large,224.0,224.33
614,moving,224.33,224.72
615,through,224.72,225.4
616,pine,225.4,225.45
617,has,225.45,225.65
618,a,225.65,225.71
619,rhythm,225.71,226.11
620,even,226.11,226.37
621,when,226.37,226.63
622,it,226.63,226.76
623,is,226.76,226.89
624,trying,226.89,227.3
625,to,227.3,227.42
626,suppress,227.42,228.15
627,You,228.35,228.57
628,learn,228.57,228.88
629,to,228.88,228.98
630,feel,228.98,229.31
631,the,229.31,229.54
632,column,229.54,229.99
633,change,229.99,230.89
634,before,230.89,230.96
635,you,230.96,231.11
636,see,231.11,231.33
637,it,231.33,231.49
638,change,231.49,231.93
639,When,232.15,232.45
640,the,232.45,232.67
641,lead,232.67,232.97
642,hunter,232.97,233.69
643,slows,233.69,233.79
644,every,233.94,234.31
645,person,234.31,234.75
646,slows,234.75,235.13
647,signal,235.5,235.95
648,no,236.28,236.35
649,sound,236.35,236.73
650,The,236.93,237.59
651,shift,237.59,237.62
652,moves,237.62,237.98
653,back,237.98,238.29
654,through,238.29,238.84
655,the,238.84,239.07
656,group,239.07,239.5
657,the,239.5,239.69
658,way,239.69,239.94
659,cold,239.94,240.35
660,moves,240.35,240.62
661,through,240.62,241.17
662,water,241.17,241.5
663,You,242.16,242.41
664,sleep,242.41,243.3
665,lightly,243.3,243.63
666,now,243.63,243.97
667,even,243.98,244.3
668,at,244.3,244.46
669,camp,244.46,244.59
670,You,245.02,245.39
671,did,245.39,245.53
672,not,245.53,245.74
673,decide,245.74,246.23
674,to,246.23,246.39
675,Your,246.63,247.02
676,body,247.02,247.28
677,made,247.28,247.59
678,that,247.59,248.13
679,choice,248.13,248.4
680,without,248.4,248.96
681,asking,248.96,249.5
682,Level,251.56,251.64
683,three,251.64,252.0
684,the,252.11,252.96
685,scout,252.96,253.11
686,You,253.32,253.56
687,are,253.56,253.8
688,sixteen,253.8,254.36
689,and,254.36,254.6
690,you,254.6,254.86
691,carry,254.86,255.32
692,your,255.32,255.71
693,own,255.71,255.8
694,spear,255.8,256.2
695,Not,256.43,256.68
696,the,256.68,256.87
697,heavy,256.87,257.52
698,thr,257.52,257.56
699,usting,257.56,258.12
700,spear,258.12,258.52
701,of,258.52,258.56
702,the,258.56,258.64
703,senior,258.72,258.97
704,hunters,258.97,259.34
705,A,259.5,260.06
706,throwing,260.06,260.33
707,spear,260.33,260.81
708,its,260.96,261.23
709,fl,261.23,261.41
710,int,261.41,261.68
711,point,261.68,262.13
712,na,262.13,262.41
713,pped,262.41,262.79
714,by,262.79,262.85
715,hand,262.85,263.21
716,and,263.21,263.48
717,bound,263.48,263.93
718,to,263.93,264.16
719,the,264.16,264.6
720,shaft,264.6,264.88
721,with,264.88,265.04
722,pine,265.04,265.45
723,pitch,265.45,265.5
724,pitch,265.58,265.86
725,and,265.86,266.08
726,wet,266.08,266.14
727,sine,266.14,266.59
728,w,266.59,266.9
729,that,266.9,266.95
730,dried,266.95,267.31
731,hard,267.31,267.6
732,as,267.6,267.74
733,rock,267.74,268.04
734,They,268.24,268.54
735,start,268.54,268.9
736,sending,268.9,269.63
737,you,269.63,269.66
738,on,269.66,269.77
739,forward,269.77,270.35
740,runs,270.35,271.19
741,Never,271.46,271.66
742,far,271.66,271.86
743,Never,272.86,272.94
744,alone,272.94,273.06
745,You,273.35,273.49
746,go,273.49,274.28
747,with,274.28,274.55
748,Kor,274.55,274.95
749,ik,274.95,275.22
750,22,275.5,276.16
751,who,276.36,276.69
752,been,276.69,277.01
753,sc,277.01,277.04
754,outing,277.04,277.43
755,for,277.43,277.56
756,four,277.56,277.79
757,years,277.79,278.07
758,The,278.55,278.82
759,two,278.82,278.9
760,of,278.9,279.1
761,you,279.1,279.42
762,move,279.42,279.86
763,ahead,279.86,280.04
764,of,280.04,280.17
765,the,280.17,280.36
766,main,280.36,280.62
767,group,280.62,280.92
768,by,280.92,281.41
769,about,281.41,281.46
770,the,281.46,281.6
771,distance,281.6,282.12
772,a,282.12,282.21
773,man,282.21,282.37
774,can,282.37,282.58
775,shout,282.58,282.89
776,and,282.89,283.08
777,be,283.08,283.21
778,heard,283.21,283.54
779,Your,283.8,284.18
780,job,284.18,284.2
781,is,284.2,284.31
782,to,284.31,284.44
783,read,284.44,284.7
784,the,284.7,284.88
785,ground,284.88,285.4
786,before,285.4,285.79
787,everyone,285.79,285.95
788,else,285.95,286.8
789,walks,286.8,286.93
790,onto,286.93,287.15
791,it,287.15,287.35
792,You,287.47,287.66
793,learn,287.66,287.98
794,to,287.98,288.11
795,smell,288.11,288.44
796,before,288.44,288.82
797,you,288.82,289.0
798,look,289.0,289.25
799,A,289.52,289.56
800,predator,289.56,290.04
801,'s,290.04,290.17
802,presence,290.17,291.09
803,reaches,291.09,291.36
804,nose,291.44,291.7
805,before,291.7,291.88
806,your,291.88,292.76
807,mind,292.76,292.91
808,names,292.91,293.31
809,it,293.31,293.48
810,Something,293.73,294.49
811,thick,294.49,294.91
812,mus,295.1,295.48
813,ky,295.48,295.51
814,wrong,295.7,296.09
815,in,296.09,296.24
816,a,296.24,296.31
817,way,296.31,296.53
818,that,296.53,296.88
819,is,296.88,297.31
820,hard,297.31,297.32
821,to,297.32,297.46
822,describe,297.46,298.08
823,You,299.02,299.04
824,catch,299.04,299.1
825,it,299.1,299.2
826,on,299.2,299.36
827,your,299.36,299.54
828,third,299.54,300.35
829,run,300.35,300.44
830,and,300.44,300.6
831,stop,300.6,300.97
832,walking,300.97,301.51
833,Kor,301.8,302.06
834,ik,302.06,302.32
835,stops,302.32,302.59
836,half,302.59,302.76
837,a,302.76,303.17
838,step,303.17,303.4
839,after,303.4,303.82
840,you,303.82,304.07
841,He,304.33,304.98
842,has,304.98,305.23
843,it,305.23,305.58
844,too,305.58,305.69
845,you,306.66,306.74
846,stand,306.74,306.99
847,without,306.99,307.73
848,moving,307.73,308.07
849,for,308.07,308.19
850,a,308.19,308.29
851,long,308.29,308.61
852,count,308.61,308.94
853,long,309.09,309.39
854,enough,309.39,309.96
855,for,309.96,310.06
856,your,310.06,310.41
857,own,310.41,310.81
858,breathing,310.81,311.26
859,to,311.26,311.53
860,feel,311.53,311.78
861,very,311.86,312.2
862,loud,312.2,312.33
863,You,313.18,313.24
864,back,313.24,313.73
865,out,313.73,313.97
866,the,313.97,314.32
867,way,314.32,314.59
868,water,314.59,315.11
869,runs,315.11,315.51
870,in,315.51,315.93
871,reverse,315.93,316.47
872,Slow,316.76,317.4
873,continuous,317.74,318.45
874,nothing,318.78,319.38
875,sudden,319.38,320.01
876,enough,320.01,320.72
877,to,320.72,320.89
878,announce,320.89,321.24
879,you,321.24,322.07
880,You,322.14,322.35
881,never,322.35,322.74
882,see,322.74,322.99
883,the,322.99,323.26
884,cave,323.26,323.58
885,lion,323.58,324.02
886,that,324.02,324.26
887,night,324.26,324.87
888,But,324.93,325.29
889,you,325.29,325.43
890,find,325.43,325.77
891,its,325.77,326.01
892,tracks,326.01,326.68
893,in,326.68,326.7
894,the,326.7,326.95
895,frost,326.95,327.37
896,the,327.37,327.72
897,next,327.72,327.92
898,morning,327.92,328.37
899,two,328.48,328.65
900,spear,328.65,329.32
901,lengths,329.32,329.47
902,from,329.47,329.7
903,where,329.7,330.02
904,you,330.02,330.21
905,stood,330.21,330.53
906,The,330.72,330.96
907,print,330.96,331.23
908,is,331.23,331.35
909,wider,331.35,331.65
910,than,331.65,332.07
911,both,332.07,332.17
912,your,332.17,332.49
913,hands,332.49,332.74
914,laid,332.74,332.99
915,side,332.99,333.54
916,side,333.54,333.85
917,You,334.07,334.27
918,look,334.27,334.62
919,at,334.62,334.92
920,it,334.92,334.96
921,for,334.96,335.17
922,a,335.17,335.23
923,long,335.23,335.54
924,time,335.54,335.85
925,You,336.08,336.31
926,bring,336.31,336.7
927,the,336.7,336.93
928,information,336.93,337.8
929,back,337.8,338.11
930,That,338.34,338.65
931,is,338.65,338.78
932,the,338.78,339.06
933,job,339.06,339.5
934,Not,339.66,340.1
935,to,340.1,340.54
936,engage,340.54,341.3
937,not,341.7,341.89
938,to,341.89,342.07
939,prove,342.07,343.03
940,anything,343.03,343.25
941,See,343.57,343.79
942,register,343.94,344.66
943,return,344.92,345.36
944,a,345.54,345.77
945,scout,345.77,346.19
946,who,346.19,346.35
947,sees,346.35,346.71
948,too,346.71,347.52
949,little,347.52,347.58
950,end,347.58,347.79
951,angers,347.79,348.32
952,the,348.32,348.62
953,band,348.62,349.01
954,scout,349.94,350.02
955,who,350.02,350.12
956,imag,350.12,350.48
957,ines,350.48,350.58
958,too,350.58,351.35
959,much,351.35,351.51
960,does,351.51,351.89
961,the,351.89,352.16
962,same,352.16,352.52
963,What,352.81,353.24
964,the,353.24,353.46
965,job,353.46,354.09
966,requires,354.09,354.51
967,is,354.51,354.67
968,exact,354.67,355.13
969,truth,355.13,355.9
970,delivered,355.9,356.52
971,without,356.52,356.86
972,drama,356.86,357.26
973,You,357.38,357.52
974,are,357.52,358.22
975,not,358.22,358.28
976,yet,358.28,358.49
977,calm,358.49,358.81
978,about,358.81,359.18
979,it,359.18,359.34
980,Your,359.58,359.9
981,voice,359.9,360.3
982,holds,360.3,361.01
983,when,361.01,361.02
984,you,361.02,361.26
985,report,361.26,361.74
986,but,361.9,362.1
987,your,362.1,362.82
988,hands,362.82,362.86
989,do,362.86,363.02
990,not,363.02,363.26
991,watches,364.64,364.72
992,your,364.72,364.88
993,hands,364.88,365.14
994,when,365.14,365.3
995,you,365.3,366.04
996,speak,366.04,366.19
997,You,366.4,366.63
998,see,366.63,366.86
999,him,366.86,367.09
1000,doing,367.09,367.47
1001,it,367.47,367.68
1002,You,367.94,368.08
1003,start,368.08,368.79
1004,working,368.79,368.99
1005,on,368.99,369.21
1006,the,369.21,369.37
1007,hands,369.37,369.75
1008,Level,371.54,371.83
1009,four,371.83,372.17
1010,the,372.18,372.86
1011,night,372.86,372.89
1012,guard,372.89,373.27
1013,You,373.49,373.71
1014,are,373.71,373.93
1015,20,373.93,374.38
1016,and,374.38,374.6
1017,you,374.6,374.82
1018,have,374.82,375.08
1019,your,375.08,375.61
1020,first,375.61,375.8
1021,real,375.8,376.1
1022,position,376.1,376.7
1023,in,376.7,377.08
1024,the,377.08,377.42
1025,night,377.42,377.46
1026,circle,377.46,377.99
1027,eastern,379.18,379.26
1028,post,379.26,379.39
1029,facing,379.55,379.7
1030,the,379.7,380.58
1031,tree,380.58,380.6
1032,line,380.6,380.92
1033,where,380.92,381.35
1034,the,381.35,381.57
1035,river,381.57,381.98
1036,bends,381.98,382.48
1037,out,382.48,382.63
1038,of,382.63,382.78
1039,sight,382.78,383.33
1040,You,383.52,383.76
1041,sit,383.76,384.0
1042,with,384.0,384.31
1043,your,384.31,384.7
1044,back,384.7,384.88
1045,to,384.88,385.0
1046,the,385.0,385.18
1047,fire,385.18,385.41
1048,so,385.41,385.49
1049,your,385.49,385.59
1050,eyes,385.59,386.2
1051,can,386.2,386.3
1052,adjust,386.3,386.56
1053,fully,386.56,386.86
1054,to,386.86,386.98
1055,the,386.98,387.16
1056,dark,387.16,387.42
1057,beyond,387.42,387.76
1058,the,387.76,387.94
1059,camp,387.94,388.18
1060,'s,388.18,388.3
1061,edge,388.3,388.49
1062,The,389.03,389.2
1063,fire,389.2,389.71
1064,'s,389.71,389.96
1065,warmth,389.96,390.84
1066,is,390.84,390.92
1067,on,390.92,391.07
1068,your,391.07,391.38
1069,back,391.38,391.65
1070,and,391.65,391.92
1071,the,391.92,392.34
1072,night,392.34,392.55
1073,'s,392.55,392.69
1074,cold,392.69,393.0
1075,is,393.0,393.15
1076,on,393.15,393.3
1077,your,393.3,393.61
1078,face,393.61,393.96
1079,The,394.22,394.38
1080,discomfort,394.38,395.17
1081,is,395.17,395.32
1082,the,395.32,395.55
1083,point,395.55,395.93
1084,It,396.16,396.32
1085,keeps,396.32,396.88
1086,you,396.88,397.12
1087,from,397.12,397.3
1088,drifting,397.38,397.88
1089,You,397.94,398.69
1090,guard,398.69,398.72
1091,your,398.72,398.98
1092,stretch,398.98,399.49
1093,wake,399.63,399.92
1094,the,399.92,400.14
1095,next,400.14,400.43
1096,man,400.43,400.65
1097,sleep,400.79,401.03
1098,three,401.45,401.65
1099,hours,401.65,402.01
1100,at,402.01,402.14
1101,most,402.14,402.44
1102,before,402.44,402.87
1103,you,402.87,403.26
1104,are,403.26,403.32
1105,back,403.32,403.61
1106,up,403.61,403.83
1107,runs,405.1,405.17
1108,every,405.17,405.18
1109,night,405.18,405.58
1110,no,405.65,405.89
1111,matter,405.89,406.51
1112,the,406.51,406.65
1113,weather,406.65,407.27
1114,On,407.52,407.66
