(Index),idx,text,startSec,endSec,durationSec,gapToPrevSec,nearestSilenceEndSec,smearSec
301,301,6,74.91,75.1,0.19,0,72.2,2.71
302,302,personas,75.1,75.61,0.51,0,72.2,2.9
303,303,es,75.61,75.74,0.13,0,72.2,3.41
304,304,mejor,75.74,76.06,0.32,0,72.2,3.54
305,305,que,76.06,76.25,0.19,0,72.2,3.86
306,306,perder,76.25,76.63,0.38,0,72.2,4.05
307,307,lo,76.63,76.75,0.12,0,72.2,4.43
308,308,todo,76.75,77.08,0.33,0,72.2,4.55
309,309,Trad,77.19,77.44,0.25,0.11,77.62,-0.43
310,310,iciones,77.44,77.9,0.46,0,77.62,-0.18
311,311,poster,77.9,78.27,0.37,0,77.62,0.28
312,312,i,78.27,78.33,0.06,0,77.62,0.65
313,313,ores,78.33,78.74,0.41,0,77.62,0.71
314,314,situ,78.95,79.04,0.09,0.21,77.62,1.33
315,315,aron,79.04,79.34,0.3,0,77.62,1.42
316,316,el,79.34,79.48,0.14,0,77.62,1.72
317,317,paso,79.48,79.79,0.31,0,77.62,1.86
318,318,en,79.79,79.94,0.15,0,77.62,2.17
319,319,el,79.94,80.17,0.23,0,77.62,2.32
320,320,estre,80.17,80.47,0.3,0,77.62,2.55
321,321,cho,80.47,80.69,0.22,0,77.62,2.85
322,322,de,80.69,80.84,0.15,0,77.62,3.07
323,323,Mes,80.84,81.07,0.23,0,81.5,-0.66
324,324,ina,81.07,81.34,0.27,0,81.5,-0.43
325,325,entre,81.44,81.82,0.38,0.1,81.5,-0.06
326,326,Sic,81.82,82.05,0.23,0,81.5,0.32
327,327,ilia,82.05,82.35,0.3,0,81.5,0.55
328,328,e,82.35,82.42,0.07,0,81.5,0.85
329,329,Italia,82.42,82.96,0.54,0,81.5,0.92
330,330,pen,82.96,83.18,0.22,0,81.5,1.46
331,331,ins,83.18,83.4,0.22,0,81.5,1.68
332,332,ular,83.4,83.69,0.29,0,84.32,-0.92
333,333,La,83.92,84.15,0.23,0.23,84.32,-0.4
334,334,frase,84.15,84.82,0.67,0,84.32,-0.17
335,335,entre,84.82,85.16,0.34,0,84.32,0.5
336,336,S,85.16,85.22,0.06,0,84.32,0.84
337,337,illa,85.22,85.48,0.26,0,84.32,0.9
338,338,y,85.48,85.55,0.07,0,84.32,1.16
339,339,Carib,85.55,85.88,0.33,0,84.32,1.23
340,340,dis,85.88,86.16,0.28,0,84.32,1.56
341,341,se,86.16,86.32,0.16,0,86.56,-0.4
342,342,conv,86.32,86.49,0.17,0,86.56,-0.24
343,343,irt,86.49,86.74,0.25,0,86.56,-0.07
344,344,ió,86.74,86.89,0.15,0,86.56,0.18
345,345,en,86.89,87.02,0.13,0,86.56,0.33
346,346,una,87.02,87.25,0.23,0,86.56,0.46
347,347,forma,87.25,87.56,0.31,0,86.56,0.69
348,348,de,87.56,87.69,0.13,0,86.56,1
349,349,descri,87.69,88.1,0.41,0,86.56,1.13
350,350,bir,88.1,88.3,0.2,0,86.56,1.54
351,351,el,88.3,88.43,0.13,0,86.56,1.74
352,352,estar,88.43,88.77,0.34,0,86.56,1.87
353,353,at,88.77,88.94,0.17,0,86.56,2.21
354,354,rap,88.94,89.13,0.19,0,86.56,2.38
355,355,ado,89.13,89.3,0.17,0,86.56,2.57
356,356,entre,89.3,89.76,0.46,0,86.56,2.74
357,357,dos,89.76,90.08,0.32,0,86.56,3.2
358,358,op,90.08,90.18,0.1,0,86.56,3.52
359,359,ciones,90.18,90.5,0.32,0,86.56,3.62
360,360,pelig,90.5,90.78,0.28,0,86.56,3.94
361,361,ros,90.78,90.95,0.17,0,86.56,4.22
362,362,as,90.95,91.05,0.1,0,86.56,4.39
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
"[Log] [inspector] ""Untitled Project"" — 399 raw tokens (36 dropped), 363 kept, 27 silences detected, audioDuration=92.02s (App.tsx, line 2518)",,,,,,,,
"[Log] [inspector] smear — pause-following tokens: 361, median=1.140s, p95=3.970s, negative=61 (16.9%) (App.tsx, line 2529)",,,,,,,,
"[Log] [inspector] malformed-token drop breakdown: – {non-finite: 0, negative-start: 0, inverted-or-zero-duration: 7, …} (App.tsx, line 2530)",,,,,,,,
"{non-finite: 0, negative-start: 0, inverted-or-zero-duration: 7, past-audio-end: 0, empty-text: 29}Object",,,,,,,,
"[Log] [inspector] CSV (copy below): (App.tsx, line 2531)",,,,,,,,
"[Log] index,text,startSec,endSec,durationSec,gapToPrevTokenSec,nearestPrecedingSilenceEndSec,smearSec (App.tsx, line 2532)",,,,,,,,
"0,S,0.120,0.240,0.120,,,",,,,,,,,
"1,illa,0.240,0.640,0.400,0.000,,",,,,,,,,
"2,S,0.840,0.920,0.080,0.200,1.420,-0.580",,,,,,,,
"3,illa,0.920,1.210,0.290,0.000,1.420,-0.500",,,,,,,,
"4,es,1.210,1.420,0.210,0.000,1.420,-0.210",,,,,,,,
"5,un,1.420,1.500,0.080,0.000,1.420,0.000",,,,,,,,
"6,mon,1.500,1.700,0.200,0.000,1.420,0.080",,,,,,,,
"7,stru,1.700,1.990,0.290,0.000,1.420,0.280",,,,,,,,
"8,o,1.990,2.060,0.070,0.000,1.420,0.570",,,,,,,,
"9,que,2.060,2.270,0.210,0.000,1.420,0.640",,,,,,,,
"10,vive,2.270,2.600,0.330,0.000,1.420,0.850",,,,,,,,
"11,dentro,2.600,2.990,0.390,0.000,1.420,1.180",,,,,,,,
"12,de,2.990,3.130,0.140,0.000,1.420,1.570",,,,,,,,
"13,un,3.130,3.340,0.210,0.000,1.420,1.710",,,,,,,,
"14,ac,3.340,3.480,0.140,0.000,1.420,1.920",,,,,,,,
"15,ant,3.480,3.700,0.220,0.000,1.420,2.060",,,,,,,,
"16,il,3.700,3.840,0.140,0.000,1.420,2.280",,,,,,,,
"17,ado,3.840,4.120,0.280,0.000,1.420,2.420",,,,,,,,
"18,junto,4.120,4.430,0.310,0.000,1.420,2.700",,,,,,,,
"19,a,4.430,4.500,0.070,0.000,1.420,3.010",,,,,,,,
"20,un,4.500,4.680,0.180,0.000,1.420,3.080",,,,,,,,
"21,estre,4.680,4.940,0.260,0.000,1.420,3.260",,,,,,,,
"22,cho,4.940,5.090,0.150,0.000,1.420,3.520",,,,,,,,
"23,paso,5.090,5.250,0.160,0.000,1.420,3.670",,,,,,,,
"24,mar,5.250,5.370,0.120,0.000,1.420,3.830",,,,,,,,
"25,ít,5.370,5.490,0.120,0.000,1.420,3.950",,,,,,,,
"26,imo,5.490,5.600,0.110,0.000,1.420,4.070",,,,,,,,
"27,iene,6.320,6.350,0.030,0.720,6.300,0.020",,,,,,,,
"28,6,6.350,6.420,0.070,0.000,6.300,0.050",,,,,,,,
"29,c,6.420,6.560,0.140,0.000,6.300,0.120",,,,,,,,
"30,uell,6.560,6.720,0.160,0.000,6.300,0.260",,,,,,,,
"31,os,6.720,6.860,0.140,0.000,6.300,0.420",,,,,,,,
"32,larg,6.860,7.160,0.300,0.000,6.300,0.560",,,,,,,,
"33,os,7.160,7.320,0.160,0.000,6.300,0.860",,,,,,,,
"34,6,7.550,7.740,0.190,0.230,6.300,1.250",,,,,,,,
"35,cab,7.740,7.910,0.170,0.000,6.300,1.440",,,,,,,,
"36,ez,7.910,8.060,0.150,0.000,6.300,1.610",,,,,,,,
"37,as,8.060,8.240,0.180,0.000,6.300,1.760",,,,,,,,
"38,3,8.370,8.580,0.210,0.130,6.300,2.070",,,,,,,,
"39,h,8.580,8.650,0.070,0.000,6.300,2.280",,,,,,,,
"40,iler,8.650,8.950,0.300,0.000,6.300,2.350",,,,,,,,
"41,as,8.950,9.100,0.150,0.000,6.300,2.650",,,,,,,,
"42,de,9.100,9.250,0.150,0.000,6.300,2.800",,,,,,,,
"43,di,9.250,9.400,0.150,0.000,6.300,2.950",,,,,,,,
"44,entes,9.400,9.780,0.380,0.000,6.300,3.100",,,,,,,,
"45,en,9.780,9.930,0.150,0.000,6.300,3.480",,,,,,,,
"46,cada,9.930,10.230,0.300,0.000,6.300,3.630",,,,,,,,
"47,boca,10.230,10.530,0.300,0.000,6.300,3.930",,,,,,,,
"48,y,10.530,10.630,0.100,0.000,6.300,4.230",,,,,,,,
"49,12,10.630,11.130,0.500,0.000,10.920,-0.290",,,,,,,,
"50,pat,11.130,11.270,0.140,0.000,10.920,0.210",,,,,,,,
"51,as,11.270,11.420,0.150,0.000,10.920,0.350",,,,,,,,
"52,deb,11.420,11.640,0.220,0.000,10.920,0.500",,,,,,,,
"53,ajo,11.640,11.880,0.240,0.000,10.920,0.720",,,,,,,,
"54,de,11.880,12.300,0.420,0.000,10.920,0.960",,,,,,,,
"55,cuerpo,12.300,12.700,0.400,0.000,13.120,-0.820",,,,,,,,
"56,Su,12.890,13.010,0.120,0.190,13.120,-0.230",,,,,,,,
"57,ataque,13.010,13.410,0.400,0.000,13.120,-0.110",,,,,,,,
"58,es,13.410,13.720,0.310,0.000,13.120,0.290",,,,,,,,
"59,sencill,13.720,14.010,0.290,0.000,13.120,0.600",,,,,,,,
"60,o,14.010,14.070,0.060,0.000,13.120,0.890",,,,,,,,
"61,Cuando,14.260,14.660,0.400,0.190,14.920,-0.660",,,,,,,,
"62,un,14.660,14.790,0.130,0.000,14.920,-0.260",,,,,,,,
"63,bar,14.790,14.990,0.200,0.000,14.920,-0.130",,,,,,,,
"64,co,14.990,15.120,0.130,0.000,14.920,0.070",,,,,,,,
"65,pasa,15.120,15.380,0.260,0.000,14.920,0.200",,,,,,,,
"66,lo,15.380,15.510,0.130,0.000,14.920,0.460",,,,,,,,
"67,su,15.510,15.640,0.130,0.000,14.920,0.590",,,,,,,,
"68,fic,15.640,15.830,0.190,0.000,14.920,0.720",,,,,,,,
"69,ient,15.830,16.090,0.260,0.000,14.920,0.910",,,,,,,,
"70,emente,16.090,16.480,0.390,0.000,14.920,1.170",,,,,,,,
"71,cerca,16.480,16.810,0.330,0.000,14.920,1.560",,,,,,,,
"72,las,17.110,17.310,0.200,0.300,17.420,-0.310",,,,,,,,
"73,6,17.310,17.580,0.270,0.000,17.420,-0.110",,,,,,,,
"74,cab,17.580,17.870,0.290,0.000,17.420,0.160",,,,,,,,
"75,ez,17.870,18.030,0.160,0.000,17.420,0.450",,,,,,,,
"76,as,18.030,18.270,0.240,0.000,17.420,0.610",,,,,,,,
